,DenID,BankID,QuollCode,Sex,Morph,Origin,Year,DateOfAcquisition,ReleaseType,TrackedDenDate,POSIXdate,DaysPostRelease,DaysBetween,X,Y,History,Fate,Coden,CodenPrev,PouchYoung,PouchBorn,PouchAge,ReleaseX,ReleaseY,cluster,meanX,meanY,x,y,date,dx,dy,dist,dt,R2n,abs.angle,rel.angle,BankID,Trial
730,1832,EQ28,F9FC,Female,Fawn,Wild,2017,29/06/2017,Wild-Wild,24/08/2017,2017.08.24,38,1,696421,6106417,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,110,696421.0185,6106416.963,696421.0185,6106416.963,24/08/2017,0,0,0,86400,454125.5573,NA,NA,EQ28,2
734,1843,EQ28,F9FC,Female,Fawn,Wild,2017,29/06/2017,Wild-Wild,25/08/2017,2017.08.25,39,1,696421,6106417,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,110,696421.0185,6106416.963,696421.0185,6106416.963,25/08/2017,0,0,0,86400,454125.5573,NA,NA,EQ28,2
736,1854,EQ28,F9FC,Female,Fawn,Wild,2017,29/06/2017,Wild-Wild,26/08/2017,2017.08.26,40,1,696421,6106417,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,110,696421.0185,6106416.963,696421.0185,6106416.963,26/08/2017,-622.6185185,80.7037037,627.8271318,86400,454125.5573,3.012691524,3.141592654,EQ28,2
739,1874,EQ28,F9FC,Female,Fawn,Wild,2017,29/06/2017,Wild-Wild,27/08/2017,2017.08.27,41,1,695798,6106498,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,111,695798.4,6106497.667,695798.4,6106497.667,27/08/2017,0,0,0,86400,1656787.804,NA,NA,EQ28,2
740,1876,EQ28,F9FC,Female,Fawn,Wild,2017,29/06/2017,Wild-Wild,28/08/2017,2017.08.28,42,1,695798,6106498,Alive,1,Alone,Alone,Absent,Absent,NA,697084,6106299,111,695798.4,6106497.667,695798.4,6106497.667,28/08/2017,NA,NA,NA,NA,1656787.804,NA,NA,EQ28,2
441,678,EQ30,D897,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,21/07/2017,2017.07.21,2,1,696144,6106597,Alive,0,Alone,Alone,Present,Present,33,697034,6106349,112,696144,6106597,696144,6106597,21/07/2017,20.22222222,-390,390.5239279,86400,0,-1.51899087,NA,EQ30,2
454,694,EQ30,D897,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,22/07/2017,2017.07.22,3,1,696159,6106204,Alive,0,Alone,Alone,Present,Present,34,697034,6106349,59,696164.2222,6106207,696164.2222,6106207,22/07/2017,0,0,0,86400,152508.9383,NA,NA,EQ30,2
462,733,EQ30,D897,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,23/07/2017,2017.07.23,4,1,696166,6106209,Alive,0,Alone,Alone,Present,Present,35,697034,6106349,59,696164.2222,6106207,696164.2222,6106207,23/07/2017,0,0,0,86400,152508.9383,NA,NA,EQ30,2
481,756,EQ30,D897,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,24/07/2017,2017.07.24,5,1,696166,6106209,Alive,0,Alone,Alone,Present,Present,36,697034,6106349,59,696164.2222,6106207,696164.2222,6106207,24/07/2017,0,0,0,86400,152508.9383,NA,NA,EQ30,2
484,759,EQ30,D897,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,25/07/2017,2017.07.25,6,1,696166,6106209,Alive,0,Alone,Alone,Present,Present,37,697034,6106349,59,696164.2222,6106207,696164.2222,6106207,25/07/2017,2.368686869,-36.72727273,36.80357645,86400,152508.9383,-1.506391575,0.012599295,EQ30,2
504,1519,EQ30,D897,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,26/07/2017,2017.07.26,7,1,696167,6106170,Alive,0,Alone,Alone,Present,Present,38,697034,6106349,107,696166.5909,6106170.273,696166.5909,6106170.273,26/07/2017,NA,NA,NA,NA,182606.5145,NA,NA,EQ30,2
442,680,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,21/07/2017,2017.07.21,2,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,34,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,21/07/2017,0,0,0,86400,0,NA,NA,EQ31,2
460,731,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,22/07/2017,2017.07.22,3,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,35,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,22/07/2017,0,0,0,86400,0,NA,NA,EQ31,2
468,739,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,23/07/2017,2017.07.23,4,1,697535,6106229,Alive,1,Den shared,Den shared,Present,Present,36,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,23/07/2017,-156.9669811,-71.96698113,172.6785439,86400,0,-2.711705177,NA,EQ31,2
479,754,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,24/07/2017,2017.07.24,5,1,697378,6106157,Alive,1,Alone,Den shared,Present,Present,37,697084,6106399,74,697378,6106157,697378,6106157,24/07/2017,156.9669811,71.96698113,172.6785439,86400,29817.87954,0.429887476,3.141592654,EQ31,2
488,763,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,25/07/2017,2017.07.25,6,1,697535,6106229,Alive,1,Den shared,Alone,Present,Present,38,697084,6106399,73,697534.967,6106228.967,697534.967,6106228.967,25/07/2017,-991.6336478,121.7552411,999.0803923,86400,0,3.019421653,2.589534177,EQ31,2
505,1520,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,26/07/2017,2017.07.26,7,1,696546,6106352,Alive,1,Alone,Den shared,Present,Present,39,697084,6106399,55,696543.3333,6106350.722,696543.3333,6106350.722,26/07/2017,575.6666667,-38.72222222,576.9675221,86400,998161.6302,-0.067163833,-3.086585486,EQ31,2
511,1527,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,27/07/2017,2017.07.27,8,1,697119,6106312,Alive,1,Alone,Alone,Present,Present,40,697084,6106399,75,697119,6106312,697119,6106312,27/07/2017,-575.6666667,38.72222222,576.9675221,86400,179923.0116,3.074428821,3.141592654,EQ31,2
524,1542,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,28/07/2017,2017.07.28,9,1,696546,6106352,Alive,1,Alone,Alone,Present,Present,41,697084,6106399,55,696543.3333,6106350.722,696543.3333,6106350.722,28/07/2017,0,0,0,86400,998161.6302,NA,NA,EQ31,2
532,1550,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,29/07/2017,2017.07.29,10,1,696546,6106352,Alive,1,Alone,Alone,Present,Present,42,697084,6106399,55,696543.3333,6106350.722,696543.3333,6106350.722,29/07/2017,0,0,0,86400,998161.6302,NA,NA,EQ31,2
536,1556,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,30/07/2017,2017.07.30,11,1,696546,6106352,Alive,1,Alone,Alone,Present,Present,43,697084,6106399,55,696543.3333,6106350.722,696543.3333,6106350.722,30/07/2017,575.6666667,-38.72222222,576.9675221,86400,998161.6302,-0.067163833,3.141592654,EQ31,2
552,1573,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,31/07/2017,2017.07.31,12,1,697119,6106312,Alive,1,Alone,Alone,Present,Present,44,697084,6106399,75,697119,6106312,697119,6106312,31/07/2017,-575.6666667,38.72222222,576.9675221,86400,179923.0116,3.074428821,3.141592654,EQ31,2
555,1576,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,1/08/2017,2017.08.01,13,1,696546,6106352,Alive,1,Alone,Alone,Present,Present,45,697084,6106399,55,696543.3333,6106350.722,696543.3333,6106350.722,1/08/2017,0,0,0,86400,998161.6302,NA,NA,EQ31,2
574,1597,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,2/08/2017,2017.08.02,14,1,696546,6106352,Alive,1,Alone,Alone,Present,Present,46,697084,6106399,55,696543.3333,6106350.722,696543.3333,6106350.722,2/08/2017,-264.9,-219.5888889,344.0803542,86400,998161.6302,-2.44944677,0.759309717,EQ31,2
577,1601,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,3/08/2017,2017.08.03,15,1,696278,6106131,Alive,1,Alone,Alone,Present,Present,47,697084,6106399,9,696278.4333,6106131.133,696278.4333,6106131.133,3/08/2017,264.9,219.5888889,344.0803542,86400,1588448.231,0.692145884,3.141592654,EQ31,2
594,1618,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,4/08/2017,2017.08.04,16,1,696546,6106352,Alive,1,Alone,Alone,Present,Present,48,697084,6106399,55,696543.3333,6106350.722,696543.3333,6106350.722,4/08/2017,-149.3333333,-1138.722222,1148.472352,86400,998161.6302,-1.701193344,-2.393339228,EQ31,2
603,1630,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,5/08/2017,2017.08.05,17,1,696394,6105212,Alive,1,Alone,Alone,Present,Present,49,697084,6106399,114,696394,6105212,696394,6105212,5/08/2017,55.1,16.4,57.48886849,86400,2336027.493,0.289290853,1.990484198,EQ31,2
606,1633,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,6/08/2017,2017.08.06,18,1,696450,6105232,Alive,1,Alone,Alone,Present,Present,50,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,6/08/2017,0,0,0,86400,2180241.384,NA,NA,EQ31,2
624,1653,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,7/08/2017,2017.08.07,19,1,696449,6105228,Alive,1,Alone,Alone,Present,Present,51,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,7/08/2017,0,0,0,86400,2180241.384,NA,NA,EQ31,2
626,1656,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,8/08/2017,2017.08.08,20,1,696449,6105228,Alive,1,Alone,Alone,Present,Present,52,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,8/08/2017,31.9,-137.9,141.541584,86400,2180241.384,-1.34346793,-1.632758783,EQ31,2
638,1673,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,9/08/2017,2017.08.09,21,1,696481,6105094,Alive,1,Alone,Alone,Present,Present,53,697084,6106399,116,696481,6105090.5,696481,6105090.5,9/08/2017,-31.9,137.9,141.541584,86400,2406953.464,1.798124724,3.141592654,EQ31,2
646,1687,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,10/08/2017,2017.08.10,22,1,696449,6105228,Alive,1,Alone,Alone,Present,Present,54,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,10/08/2017,78.15,119.6,142.8691097,86400,2180241.384,0.992014972,-0.806109751,EQ31,2
654,1698,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,11/08/2017,2017.08.11,23,1,696528,6105348,Alive,1,Alone,Alone,Present,Present,55,697084,6106399,117,696527.25,6105348,696527.25,6105348,11/08/2017,0,0,0,86400,1791596.336,NA,NA,EQ31,2
660,1709,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,12/08/2017,2017.08.12,24,1,696527,6105348,Alive,1,Alone,Alone,Present,Present,56,697084,6106399,117,696527.25,6105348,696527.25,6105348,12/08/2017,0,0,0,86400,1791596.336,NA,NA,EQ31,2
667,1720,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,13/08/2017,2017.08.13,25,1,696527,6105348,Alive,1,Alone,Alone,Present,Present,57,697084,6106399,117,696527.25,6105348,696527.25,6105348,13/08/2017,0,0,0,86400,1791596.336,NA,NA,EQ31,2
673,1730,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,14/08/2017,2017.08.14,26,1,696527,6105348,Alive,1,Alone,Alone,Present,Present,58,697084,6106399,117,696527.25,6105348,696527.25,6105348,14/08/2017,16.08333333,1002.722222,1002.8512,86400,1791596.336,1.554758032,0.56274306,EQ31,2
682,1743,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,15/08/2017,2017.08.15,27,1,696546,6106352,Alive,1,Alone,Alone,Present,Present,59,697084,6106399,55,696543.3333,6106350.722,696543.3333,6106350.722,15/08/2017,-62.33333333,-1260.222222,1261.762852,86400,998161.6302,-1.620218225,3.10820905,EQ31,2
689,1754,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,16/08/2017,2017.08.16,28,1,696481,6105087,Alive,1,Alone,Alone,Present,Present,60,697084,6106399,116,696481,6105090.5,696481,6105090.5,16/08/2017,-31.9,137.9,141.541584,86400,2406953.464,1.798124724,-2.864842358,EQ31,2
694,1763,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,17/08/2017,2017.08.17,29,1,696449,6105228,Alive,1,Alone,Alone,Present,Present,61,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,17/08/2017,0,0,0,86400,2180241.384,NA,NA,EQ31,2
697,1770,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,18/08/2017,2017.08.18,30,1,696449,6105228,Alive,1,Alone,Alone,Present,Present,62,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,18/08/2017,0,0,0,86400,2180241.384,NA,NA,EQ31,2
706,1785,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,19/08/2017,2017.08.19,31,1,696449,6105228,Alive,1,Alone,Alone,Present,Present,63,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,19/08/2017,0,0,0,86400,2180241.384,NA,NA,EQ31,2
713,1798,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,20/08/2017,2017.08.20,32,1,696449,6105228,Alive,1,Alone,Alone,Present,Present,64,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,20/08/2017,0,0,0,86400,2180241.384,NA,NA,EQ31,2
715,1800,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,21/08/2017,2017.08.21,33,1,696449,6105228,Alive,1,Alone,Alone,Present,Present,65,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,21/08/2017,0,0,0,86400,2180241.384,NA,NA,EQ31,2
725,1820,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,22/08/2017,2017.08.22,34,1,696449,6105228,Alive,1,Alone,Alone,Present,Present,66,697084,6106399,115,696449.1,6105228.4,696449.1,6105228.4,22/08/2017,-170.6666667,902.7333333,918.7244321,86400,2180241.384,1.757646487,-0.040478237,EQ31,2
729,1831,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,23/08/2017,2017.08.23,35,1,696278,6106131,Alive,1,Alone,Alone,Present,Present,67,697084,6106399,9,696278.4333,6106131.133,696278.4333,6106131.133,23/08/2017,0,0,0,86400,1588448.231,NA,NA,EQ31,2
732,1840,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,24/08/2017,2017.08.24,36,1,696278,6106131,Alive,1,Alone,Alone,Present,Present,68,697084,6106399,9,696278.4333,6106131.133,696278.4333,6106131.133,24/08/2017,0,0,0,86400,1588448.231,NA,NA,EQ31,2
735,1853,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,25/08/2017,2017.08.25,37,1,696278,6106131,Alive,1,Alone,Alone,Present,Present,69,697084,6106399,9,696278.4333,6106131.133,696278.4333,6106131.133,25/08/2017,0,0,0,86400,1588448.231,NA,NA,EQ31,2
737,1864,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,26/08/2017,2017.08.26,38,1,696278,6106131,Alive,1,Alone,Alone,Present,Present,70,697084,6106399,9,696278.4333,6106131.133,696278.4333,6106131.133,26/08/2017,0,0,0,86400,1588448.231,NA,NA,EQ31,2
738,1873,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,27/08/2017,2017.08.27,39,1,696278,6106131,Alive,1,Alone,Alone,Present,Present,71,697084,6106399,9,696278.4333,6106131.133,696278.4333,6106131.133,27/08/2017,0,0,0,86400,1588448.231,NA,NA,EQ31,2
741,1878,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,28/08/2017,2017.08.28,40,1,696278,6106131,Alive,1,Alone,Alone,Present,Present,72,697084,6106399,9,696278.4333,6106131.133,696278.4333,6106131.133,28/08/2017,-111.8424242,39.13939394,118.4931222,86400,1588448.231,2.804961282,1.047314796,EQ31,2
742,1897,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,29/08/2017,2017.08.29,41,1,696167,6106170,Alive,1,Alone,Alone,Present,Present,73,697084,6106399,107,696166.5909,6106170.273,696166.5909,6106170.273,29/08/2017,0,0,0,86400,1875898.09,NA,NA,EQ31,2
743,1907,EQ31,1715,Female,Fawn,Wild,2017,5/07/2017,Wild-Wild,30/08/2017,2017.08.30,42,1,696167,6106170,Alive,1,Alone,Alone,Present,Present,74,697084,6106399,107,696166.5909,6106170.273,696166.5909,6106170.273,30/08/2017,NA,NA,NA,NA,1875898.09,NA,NA,EQ31,2
754,2118,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,9/06/2018,2018.06.09,2,1,697720,6106650,Alive,1,Alone,Alone,Present,Absent,-11,697528,6106712,118,697719.3333,6106650.133,697719.3333,6106650.133,9/06/2018,-277.4202899,314.8666667,419.6463213,86400,0,2.293055158,NA,EQ32,2
762,2126,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,10/06/2018,2018.06.10,3,1,697440,6106965,Alive,1,Alone,Alone,Present,Absent,-10,697528,6106712,119,697441.913,6106965,697441.913,6106965,10/06/2018,0,0,0,86400,176103.035,NA,NA,EQ32,2
770,2134,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,11/06/2018,2018.06.11,4,1,697442,6106965,Alive,1,Alone,Alone,Present,Absent,-9,697528,6106712,119,697441.913,6106965,697441.913,6106965,11/06/2018,-134.9899666,103.7307692,170.2420734,86400,176103.035,2.486398308,0.19334315,EQ32,2
778,2142,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,12/06/2018,2018.06.12,5,1,697307,6107069,Alive,1,Den shared,Alone,Present,Absent,-8,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,12/06/2018,0,0,0,86400,345306.0329,NA,NA,EQ32,2
786,2152,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,13/06/2018,2018.06.13,6,1,697307,6107069,Alive,1,Alone,Den shared,Present,Absent,-7,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,13/06/2018,0,0,0,86400,345306.0329,NA,NA,EQ32,2
794,2160,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,14/06/2018,2018.06.14,7,1,697307,6107069,Alive,1,Den shared,Alone,Present,Absent,-6,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,14/06/2018,412.4102564,-418.5974359,587.627461,86400,345306.0329,-0.79284342,3.003943579,EQ32,2
802,2168,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,15/06/2018,2018.06.15,8,1,697719,6106650,Alive,1,Alone,Den shared,Present,Absent,-5,697528,6106712,118,697719.3333,6106650.133,697719.3333,6106650.133,15/06/2018,-0.333333333,-493.1333333,493.133446,86400,0,-1.571472276,-0.778628857,EQ32,2
814,2180,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,16/06/2018,2018.06.16,9,1,697719,6106157,Alive,1,Alone,Alone,Present,Absent,-4,697528,6106712,121,697719,6106157,697719,6106157,16/06/2018,0,0,0,86400,243180.5956,NA,NA,EQ32,2
820,2186,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,17/06/2018,2018.06.17,10,1,697719,6106157,Alive,1,Alone,Alone,Present,Absent,-3,697528,6106712,121,697719,6106157,697719,6106157,17/06/2018,-412.0769231,911.7307692,1000.530053,86400,243180.5956,1.99528909,-2.716423941,EQ32,2
825,2191,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,18/06/2018,2018.06.18,11,1,697307,6107069,Alive,1,Alone,Alone,Present,Absent,-2,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,18/06/2018,412.0769231,-911.7307692,1000.530053,86400,345306.0329,-1.146303564,3.141592654,EQ32,2
835,2201,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,19/06/2018,2018.06.19,12,1,697719,6106157,Alive,1,Alone,Alone,Present,Absent,-1,697528,6106712,121,697719,6106157,697719,6106157,19/06/2018,0,0,0,86400,243180.5956,NA,NA,EQ32,2
837,2203,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,20/06/2018,2018.06.20,13,1,697719,6106157,Alive,1,Alone,Alone,Present,Absent,0,697528,6106712,121,697719,6106157,697719,6106157,20/06/2018,0,0,0,86400,243180.5956,NA,NA,EQ32,2
850,2216,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,21/06/2018,2018.06.21,14,1,697719,6106157,Alive,1,Alone,Alone,Present,Present,1,697528,6106712,121,697719,6106157,697719,6106157,21/06/2018,-277.0869565,808,854.1903661,86400,243180.5956,1.901158338,3.047461902,EQ32,2
856,2222,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,22/06/2018,2018.06.22,15,1,697442,6106965,Alive,1,Alone,Alone,Present,Present,2,697528,6106712,119,697441.913,6106965,697441.913,6106965,22/06/2018,277.0869565,-808,854.1903661,86400,176103.035,-1.240434315,3.141592654,EQ32,2
865,2231,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,23/06/2018,2018.06.23,16,1,697719,6106157,Alive,1,Alone,Alone,Present,Present,3,697528,6106712,121,697719,6106157,697719,6106157,23/06/2018,-412.0769231,911.7307692,1000.530053,86400,243180.5956,1.99528909,-3.047461902,EQ32,2
870,2236,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,24/06/2018,2018.06.24,17,1,697307,6107069,Alive,1,Alone,Alone,Present,Present,4,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,24/06/2018,1625.107226,-1086.761072,1954.99952,86400,345306.0329,-0.58943103,-2.58472012,EQ32,2
883,2249,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,25/06/2018,2018.06.25,18,1,698932,6105982,Alive,1,Alone,Alone,Present,Present,5,697528,6106712,122,698932.0303,6105981.97,698932.0303,6105981.97,25/06/2018,-1625.107226,1086.761072,1954.99952,86400,1917076.585,2.552161623,3.141592654,EQ32,2
886,2252,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,26/06/2018,2018.06.26,19,1,697307,6107069,Alive,1,Den shared,Alone,Present,Present,6,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,26/06/2018,0,0,0,86400,345306.0329,NA,NA,EQ32,2
894,2260,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,27/06/2018,2018.06.27,20,1,697307,6107069,Alive,1,Alone,Den shared,Present,Present,7,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,27/06/2018,134.9899666,-103.7307692,170.2420734,86400,345306.0329,-0.655194345,3.075829339,EQ32,2
909,2275,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,28/06/2018,2018.06.28,21,1,697442,6106965,Alive,1,Alone,Alone,Present,Present,8,697528,6106712,119,697441.913,6106965,697441.913,6106965,28/06/2018,-134.9899666,103.7307692,170.2420734,86400,176103.035,2.486398308,3.141592654,EQ32,2
917,2283,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,29/06/2018,2018.06.29,22,1,697307,6107069,Alive,1,Alone,Alone,Present,Present,9,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,29/06/2018,134.9899666,-103.7307692,170.2420734,86400,345306.0329,-0.655194345,3.141592654,EQ32,2
931,2297,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,30/06/2018,2018.06.30,23,1,697442,6106965,Alive,1,Alone,Alone,Present,Present,10,697528,6106712,119,697441.913,6106965,697441.913,6106965,30/06/2018,277.4202899,-314.8666667,419.6463213,86400,176103.035,-0.848537495,-0.19334315,EQ32,2
945,2311,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,1/07/2018,2018.07.01,24,1,697719,6106650,Alive,1,Alone,Alone,Present,Present,11,697528,6106712,118,697719.3333,6106650.133,697719.3333,6106650.133,1/07/2018,-412.4102564,418.5974359,587.627461,259200,0,2.348749234,-3.085898578,EQ32,2
972,2338,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,4/07/2018,2018.07.04,27,1,697307,6107069,Alive,1,Alone,Den shared,Present,Present,14,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,4/07/2018,412.4102564,-418.5974359,587.627461,86400,345306.0329,-0.79284342,3.141592654,EQ32,2
995,2361,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,5/07/2018,2018.07.05,28,1,697719,6106650,Alive,1,Alone,Alone,Present,Present,15,697528,6106712,118,697719.3333,6106650.133,697719.3333,6106650.133,5/07/2018,-277.4202899,314.8666667,419.6463213,86400,0,2.293055158,3.085898578,EQ32,2
1007,2373,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,6/07/2018,2018.07.06,29,1,697442,6106965,Alive,1,Alone,Alone,Present,Present,16,697528,6106712,119,697441.913,6106965,697441.913,6106965,6/07/2018,277.4202899,-314.8666667,419.6463213,86400,176103.035,-0.848537495,3.141592654,EQ32,2
1022,2388,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,7/07/2018,2018.07.07,30,1,697719,6106650,Alive,1,Alone,Alone,Present,Present,17,697528,6106712,118,697719.3333,6106650.133,697719.3333,6106650.133,7/07/2018,0,0,0,86400,0,NA,NA,EQ32,2
1034,2400,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,8/07/2018,2018.07.08,31,1,697719,6106650,Alive,1,Alone,Alone,Present,Present,18,697528,6106712,118,697719.3333,6106650.133,697719.3333,6106650.133,8/07/2018,-412.4102564,418.5974359,587.627461,86400,0,2.348749234,-3.085898578,EQ32,2
1049,2415,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,9/07/2018,2018.07.09,32,1,697307,6107069,Alive,1,Alone,Alone,Present,Present,19,697528,6106712,120,697306.9231,6107068.731,697306.9231,6107068.731,9/07/2018,134.9899666,-103.7307692,170.2420734,259200,345306.0329,-0.655194345,-3.003943579,EQ32,2
1083,2450,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,12/07/2018,2018.07.12,35,1,697442,6106965,Alive,1,Alone,Den shared,Present,Present,22,697528,6106712,119,697441.913,6106965,697441.913,6106965,12/07/2018,0,0,0,518400,176103.035,NA,NA,EQ32,2
1172,2539,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,18/07/2018,2018.07.18,41,1,697442,6106965,Alive,1,Alone,Den shared,Present,Present,28,697528,6106712,119,697441.913,6106965,697441.913,6106965,18/07/2018,943.0583851,-806.4857143,1240.878046,86400,176103.035,-0.707494284,-0.052299939,EQ32,2
1187,2554,EQ32,D3E9,Female,Black,MFWS,2017,,MulligansBorn,19/07/2018,2018.07.19,42,1,698384,6106159,Alive,1,Den shared,Alone,Present,Present,29,697528,6106712,42,698384.9714,6106158.514,698384.9714,6106158.514,19/07/2018,NA,NA,NA,NA,684763.3618,NA,NA,EQ32,2
