,DenID,BankID,QuollCode,Sex,Morph,Origin,Year,DateOfAcquisition,ReleaseType,TrackedDenDate,POSIXdate,DaysPostRelease,DaysBetween,X,Y,History,Fate,Coden,CodenPrev,PouchYoung,PouchBorn,PouchAge,ReleaseX,ReleaseY,cluster,meanX,meanY,x,y,date,dx,dy,dist,dt,R2n,abs.angle,rel.angle,BankID,Trial
185,206,EQ04,257,Male,Fawn,Captive,2016,11/02/2016,Captive-Wild,24/03/2016,2016.03.24,23,1,699137,6106325,Alive,0,Alone,Alone,,,NA,697084,6106037,46,699136.25,6106325,699136.25,6106325,24/03/2016,-313.25,160,351.7464463,86400,7686644.063,2.669362929,2.652441809,EQ04,1
193,214,EQ04,257,Male,Fawn,Captive,2016,11/02/2016,Captive-Wild,25/03/2016,2016.03.25,24,1,698823,6106485,Alive,0,Alone,Alone,,,NA,697084,6106037,47,698823,6106485,698823,6106485,25/03/2016,313.25,-160,351.7464463,86400,6403802,-0.472229725,3.141592654,EQ04,1
201,222,EQ04,257,Male,Fawn,Captive,2016,11/02/2016,Captive-Wild,26/03/2016,2016.03.26,25,1,699136,6106325,Alive,0,Alone,Alone,,,NA,697084,6106037,46,699136.25,6106325,699136.25,6106325,26/03/2016,-426.9166667,367.3333333,563.1976723,86400,7686644.063,2.431072596,2.903302321,EQ04,1
209,230,EQ04,257,Male,Fawn,Captive,2016,11/02/2016,Captive-Wild,27/03/2016,2016.03.27,26,1,698708,6106692,Alive,0,Alone,Alone,,,NA,697084,6106037,48,698709.3333,6106692.333,698709.3333,6106692.333,27/03/2016,0,0,0,86400,6326016.556,NA,NA,EQ04,1
217,238,EQ04,257,Male,Fawn,Captive,2016,11/02/2016,Captive-Wild,28/03/2016,2016.03.28,27,1,698708,6106692,Alive,0,Alone,Alone,,,NA,697084,6106037,48,698709.3333,6106692.333,698709.3333,6106692.333,28/03/2016,260.0196078,-697.9411765,744.803385,86400,6326016.556,-1.214173289,2.637939422,EQ04,1
225,246,EQ04,257,Male,Fawn,Captive,2016,11/02/2016,Captive-Wild,29/03/2016,2016.03.29,28,1,698970,6105995,Alive,0,Alone,Alone,,,NA,697084,6106037,15,698969.3529,6105994.392,698969.3529,6105994.392,29/03/2016,166.8970588,330.6078431,370.3460195,86400,6408193.435,1.103301103,2.317474392,EQ04,1
233,254,EQ04,257,Male,Fawn,Captive,2016,11/02/2016,Captive-Wild,30/03/2016,2016.03.30,29,1,699136,6106325,Alive,0,Alone,Alone,,,NA,697084,6106037,46,699136.25,6106325,699136.25,6106325,30/03/2016,-426.9166667,367.3333333,563.1976723,86400,7686644.063,2.431072596,1.327771493,EQ04,1
241,262,EQ04,257,Male,Fawn,Captive,2016,11/02/2016,Captive-Wild,31/03/2016,2016.03.31,30,1,698712,6106693,Alive,0,Alone,Alone,,,NA,697084,6106037,48,698709.3333,6106692.333,698709.3333,6106692.333,31/03/2016,426.9166667,-367.3333333,563.1976723,86400,6326016.556,-0.710520057,3.141592654,EQ04,1
249,270,EQ04,257,Male,Fawn,Captive,2016,11/02/2016,Captive-Wild,1/04/2016,2016.04.01,31,1,699136,6106325,Alive,0,Alone,Alone,,,NA,697084,6106037,46,699136.25,6106325,699136.25,6106325,1/04/2016,NA,NA,NA,NA,7686644.063,NA,NA,EQ04,1
39,47,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,6/03/2016,2016.03.06,4,1,698012,6105949,Alive,1,Alone,Alone,,,NA,698748,6106221,17,698012,6105949,698012,6105949,6/03/2016,517,-71,521.8524696,86400,0,-0.136477053,NA,EQ06,1
48,58,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,7/03/2016,2016.03.07,5,1,698529,6105878,Alive,1,Alone,Alone,,,NA,698748,6106221,18,698529,6105878,698529,6105878,7/03/2016,-264,717,764.0582439,86400,272330,1.923592803,2.060069857,EQ06,1
57,69,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,8/03/2016,2016.03.08,6,1,698265,6106595,Alive,1,Alone,Alone,,,NA,698748,6106221,16,698265,6106595,698265,6106595,8/03/2016,0,0,0,86400,481325,NA,NA,EQ06,1
66,79,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,9/03/2016,2016.03.09,7,1,698265,6106595,Alive,1,Alone,Alone,,,NA,698748,6106221,16,698265,6106595,698265,6106595,9/03/2016,0,0,0,86400,481325,NA,NA,EQ06,1
74,87,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,10/03/2016,2016.03.10,8,1,698265,6106595,Alive,1,Alone,Alone,,,NA,698748,6106221,16,698265,6106595,698265,6106595,10/03/2016,0,0,0,86400,481325,NA,NA,EQ06,1
83,96,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,11/03/2016,2016.03.11,9,1,698265,6106595,Alive,1,Alone,Alone,,,NA,698748,6106221,16,698265,6106595,698265,6106595,11/03/2016,704.3529412,-600.6078431,925.6580616,86400,481325,-0.706064473,-2.629657276,EQ06,1
91,106,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,12/03/2016,2016.03.12,10,1,698970,6105995,Alive,1,Den shared,Alone,,,NA,698748,6106221,15,698969.3529,6105994.392,698969.3529,6105994.392,12/03/2016,-560.3529412,160.6078431,582.9153437,86400,918585.1019,2.862456689,-2.714664145,EQ06,1
98,114,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,13/03/2016,2016.03.13,11,1,698409,6106155,Alive,1,Alone,Den shared,,,NA,698748,6106221,19,698409,6106155,698409,6106155,13/03/2016,0,0,0,86400,200045,NA,NA,EQ06,1
106,124,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,14/03/2016,2016.03.14,12,1,698409,6106155,Alive,1,Alone,Alone,,,NA,698748,6106221,19,698409,6106155,698409,6106155,14/03/2016,0,0,0,86400,200045,NA,NA,EQ06,1
114,133,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,15/03/2016,2016.03.15,13,1,698409,6106155,Alive,1,Alone,Alone,,,NA,698748,6106221,19,698409,6106155,698409,6106155,15/03/2016,499.6,-178,530.3622913,86400,200045,-0.342262944,3.078465674,EQ06,1
122,142,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,16/03/2016,2016.03.16,14,1,698911,6105979,Alive,1,Alone,Alone,,,NA,698748,6106221,20,698908.6,6105977,698908.6,6105977,16/03/2016,0,0,0,86400,804675.56,NA,NA,EQ06,1
130,151,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,17/03/2016,2016.03.17,15,1,698905,6105974,Alive,1,Alone,Alone,,,NA,698748,6106221,20,698908.6,6105977,698908.6,6105977,17/03/2016,0,0,0,86400,804675.56,NA,NA,EQ06,1
138,159,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,18/03/2016,2016.03.18,16,1,698911,6105979,Alive,1,Alone,Alone,,,NA,698748,6106221,20,698908.6,6105977,698908.6,6105977,18/03/2016,0,0,0,86400,804675.56,NA,NA,EQ06,1
146,167,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,19/03/2016,2016.03.19,17,1,698911,6105979,Alive,1,Alone,Alone,,,NA,698748,6106221,20,698908.6,6105977,698908.6,6105977,19/03/2016,-556.6,684,881.850078,86400,804675.56,2.253860965,2.596123909,EQ06,1
154,175,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,20/03/2016,2016.03.20,18,1,698352,6106661,Alive,1,Alone,Alone,,,NA,698748,6106221,21,698352,6106661,698352,6106661,20/03/2016,-58,-301,306.5371103,86400,622544,-1.761154255,2.268170088,EQ06,1
162,183,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,21/03/2016,2016.03.21,19,1,698294,6106360,Alive,1,Alone,Alone,,,NA,698748,6106221,22,698294,6106360,698294,6106360,21/03/2016,614.6,-383,724.16998,86400,248445,-0.557281947,1.203872308,EQ06,1
170,191,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,22/03/2016,2016.03.22,20,1,698905,6105974,Alive,1,Alone,Alone,,,NA,698748,6106221,20,698908.6,6105977,698908.6,6105977,22/03/2016,-961.6,444,1059.155588,86400,804675.56,2.709026617,-3.016876743,EQ06,1
178,199,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,23/03/2016,2016.03.23,21,1,697947,6106421,Alive,1,Alone,Alone,,,NA,698748,6106221,23,697947,6106421,697947,6106421,23/03/2016,288.3076923,-164.3846154,331.8789346,86400,227009,-0.518197402,3.055961288,EQ06,1
186,207,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,24/03/2016,2016.03.24,22,1,698237,6106260,Alive,1,Alone,Alone,,,NA,698748,6106221,24,698235.3077,6106256.615,698235.3077,6106256.615,24/03/2016,0,0,0,86400,144493.5503,NA,NA,EQ06,1
194,215,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,25/03/2016,2016.03.25,23,1,698237,6106260,Alive,1,Alone,Alone,,,NA,698748,6106221,24,698235.3077,6106256.615,698235.3077,6106256.615,25/03/2016,173.6923077,-101.6153846,201.2329599,86400,144493.5503,-0.529340166,-0.011142764,EQ06,1
202,223,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,26/03/2016,2016.03.26,24,1,698409,6106155,Alive,1,Alone,Alone,,,NA,698748,6106221,19,698409,6106155,698409,6106155,26/03/2016,0,0,0,86400,200045,NA,NA,EQ06,1
210,231,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,27/03/2016,2016.03.27,25,1,698409,6106155,Alive,1,Alone,Alone,,,NA,698748,6106221,19,698409,6106155,698409,6106155,27/03/2016,0,0,0,86400,200045,NA,NA,EQ06,1
218,239,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,28/03/2016,2016.03.28,26,1,698409,6106155,Alive,1,Alone,Alone,,,NA,698748,6106221,19,698409,6106155,698409,6106155,28/03/2016,-173.6923077,101.6153846,201.2329599,86400,200045,2.612252488,3.141592654,EQ06,1
226,247,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,29/03/2016,2016.03.29,27,1,698235,6106256,Alive,1,Alone,Alone,,,NA,698748,6106221,24,698235.3077,6106256.615,698235.3077,6106256.615,29/03/2016,116.6923077,404.3846154,420.8847964,86400,144493.5503,1.289860669,-1.322391819,EQ06,1
234,255,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,30/03/2016,2016.03.30,28,1,698352,6106661,Alive,1,Alone,Alone,,,NA,698748,6106221,21,698352,6106661,698352,6106661,30/03/2016,-107.4,-487.4,499.0926968,86400,622544,-1.787683208,-3.077543877,EQ06,1
242,263,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,31/03/2016,2016.03.31,29,1,698243,6106174,Alive,1,Alone,Alone,,,NA,698748,6106221,25,698244.6,6106173.6,698244.6,6106173.6,31/03/2016,164.4,-18.6,165.4488441,86400,104547.92,-0.112659621,1.675023587,EQ06,1
250,271,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,1/04/2016,2016.04.01,30,1,698409,6106155,Alive,1,Alone,Alone,,,NA,698748,6106221,19,698409,6106155,698409,6106155,1/04/2016,-173.6923077,101.6153846,201.2329599,349200,200045,2.612252488,2.724912109,EQ06,1
264,286,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,5/04/2016,2016.04.05,34,1,698235,6106256,Alive,1,Alone,Alone,,,NA,698748,6106221,24,698235.3077,6106256.615,698235.3077,6106256.615,5/04/2016,9.292307692,-83.01538462,83.53383186,86400,144493.5503,-1.459325569,2.211607251,EQ06,1
271,293,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,6/04/2016,2016.04.06,35,1,698243,6106174,Alive,1,Alone,Alone,,,NA,698748,6106221,25,698244.6,6106173.6,698244.6,6106173.6,6/04/2016,0,0,0,86400,104547.92,NA,NA,EQ06,1
278,300,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,7/04/2016,2016.04.07,36,1,698243,6106174,Alive,1,Alone,Alone,,,NA,698748,6106221,25,698244.6,6106173.6,698244.6,6106173.6,7/04/2016,-9.292307692,83.01538462,83.53383186,86400,104547.92,1.682267085,3.141592654,EQ06,1
284,307,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,8/04/2016,2016.04.08,37,1,698235,6106256,Alive,1,Alone,Alone,,,NA,698748,6106221,24,698235.3077,6106256.615,698235.3077,6106256.615,8/04/2016,0,0,0,86400,144493.5503,NA,NA,EQ06,1
290,314,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,9/04/2016,2016.04.09,38,1,698235,6106256,Alive,1,Alone,Alone,,,NA,698748,6106221,24,698235.3077,6106256.615,698235.3077,6106256.615,9/04/2016,0,0,0,86400,144493.5503,NA,NA,EQ06,1
296,321,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,10/04/2016,2016.04.10,39,1,698235,6106256,Alive,1,Alone,Alone,,,NA,698748,6106221,24,698235.3077,6106256.615,698235.3077,6106256.615,10/04/2016,-985.3076923,-844.6153846,1297.769778,86400,144493.5503,-2.432927807,2.167990415,EQ06,1
302,328,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,11/04/2016,2016.04.11,40,1,697250,6105412,Alive,1,Alone,Alone,,,NA,698748,6106221,27,697250,6105412,697250,6105412,11/04/2016,-642,93,648.7010097,86400,869013,2.997733535,-0.852523965,EQ06,1
307,335,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,12/04/2016,2016.04.12,41,1,696608,6105505,Alive,1,Alone,Alone,,,NA,698748,6106221,28,696608,6105505,696608,6105505,12/04/2016,0,0,0,86400,2168352,NA,NA,EQ06,1
309,342,EQ06,91DB,Male,Black,Captive,2016,11/02/2016,Captive-Wild,13/04/2016,2016.04.13,42,1,696608,6105505,Alive,1,Alone,Alone,,,NA,698748,6106221,28,696608,6105505,696608,6105505,13/04/2016,NA,NA,NA,NA,2168352,NA,NA,EQ06,1
8,9,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,2/03/2016,2016.03.02,2,1,696763,6107197,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,49,696763.5833,6107195.583,696763.5833,6107195.583,2/03/2016,-26.58333333,131.6666667,134.3234333,86400,0,1.770016924,NA,EQ07,1
16,18,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,3/03/2016,2016.03.03,3,1,696736,6107327,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,50,696737,6107327.25,696737,6107327.25,3/03/2016,0,0,0,86400,18042.78472,NA,NA,EQ07,1
23,27,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,4/03/2016,2016.03.04,4,1,696736,6107327,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,50,696737,6107327.25,696737,6107327.25,4/03/2016,14,-150.25,150.9008366,86400,18042.78472,-1.477886556,3.035281827,EQ07,1
32,38,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,5/03/2016,2016.03.05,5,1,696751,6107177,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,51,696751,6107177,696751,6107177,5/03/2016,-14,150.25,150.9008366,86400,503.6805555,1.663706098,3.141592654,EQ07,1
40,48,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,6/03/2016,2016.03.06,6,1,696737,6107328,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,50,696737,6107327.25,696737,6107327.25,6/03/2016,14,-150.25,150.9008366,86400,18042.78472,-1.477886556,3.141592654,EQ07,1
49,59,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,7/03/2016,2016.03.07,7,1,696751,6107177,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,51,696751,6107177,696751,6107177,7/03/2016,12.58333333,18.58333333,22.4428286,86400,503.6805555,0.975584785,2.453471341,EQ07,1
58,70,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,8/03/2016,2016.03.08,8,1,696763,6107197,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,49,696763.5833,6107195.583,696763.5833,6107195.583,8/03/2016,0,0,0,86400,0,NA,NA,EQ07,1
67,80,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,9/03/2016,2016.03.09,9,1,696763,6107197,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,49,696763.5833,6107195.583,696763.5833,6107195.583,9/03/2016,0,0,0,86400,0,NA,NA,EQ07,1
75,88,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,10/03/2016,2016.03.10,10,1,696763,6107197,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,49,696763.5833,6107195.583,696763.5833,6107195.583,10/03/2016,0,0,0,86400,0,NA,NA,EQ07,1
84,97,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,11/03/2016,2016.03.11,11,1,696763,6107197,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,49,696763.5833,6107195.583,696763.5833,6107195.583,11/03/2016,-26.58333333,131.6666667,134.3234333,86400,0,1.770016924,0.794432139,EQ07,1
92,107,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,12/03/2016,2016.03.12,12,1,696736,6107327,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,50,696737,6107327.25,696737,6107327.25,12/03/2016,26.58333333,-131.6666667,134.3234333,86400,18042.78472,-1.371575729,3.141592654,EQ07,1
99,115,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,13/03/2016,2016.03.13,13,1,696763,6107189,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,49,696763.5833,6107195.583,696763.5833,6107195.583,13/03/2016,0,0,0,86400,0,NA,NA,EQ07,1
107,125,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,14/03/2016,2016.03.14,14,1,696767,6107193,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,49,696763.5833,6107195.583,696763.5833,6107195.583,14/03/2016,-21.58333333,143.4166667,145.0316536,86400,0,1.72016927,3.091745,EQ07,1
115,134,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,15/03/2016,2016.03.15,15,1,696742,6107339,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,52,696742,6107339,696742,6107339,15/03/2016,-5,-11.75,12.76959279,86400,21034.18056,-1.973117425,2.589898612,EQ07,1
123,143,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,16/03/2016,2016.03.16,16,1,696736,6107327,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,50,696737,6107327.25,696737,6107327.25,16/03/2016,26.58333333,-131.6666667,134.3234333,86400,18042.78472,-1.371575729,0.601541695,EQ07,1
131,152,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,17/03/2016,2016.03.17,17,1,696766,6107196,Alive,0,Den shared,Alone,Absent,Absent,NA,696824,6107075,49,696763.5833,6107195.583,696763.5833,6107195.583,17/03/2016,-26.58333333,131.6666667,134.3234333,86400,0,1.770016924,3.141592654,EQ07,1
139,160,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,18/03/2016,2016.03.18,18,1,696736,6107327,Alive,0,Alone,Den shared,Absent,Absent,NA,696824,6107075,50,696737,6107327.25,696737,6107327.25,18/03/2016,5,11.75,12.76959279,86400,18042.78472,1.168475229,-0.601541695,EQ07,1
147,168,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,19/03/2016,2016.03.19,19,1,696742,6107339,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,52,696742,6107339,696742,6107339,19/03/2016,21.58333333,-143.4166667,145.0316536,86400,21034.18056,-1.421423384,-2.589898612,EQ07,1
155,176,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,20/03/2016,2016.03.20,20,1,696761,6107199,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,49,696763.5833,6107195.583,696763.5833,6107195.583,20/03/2016,-26.58333333,131.6666667,134.3234333,86400,0,1.770016924,-3.091745,EQ07,1
163,184,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,21/03/2016,2016.03.21,21,1,696736,6107327,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,50,696737,6107327.25,696737,6107327.25,21/03/2016,-291.125,-765.0416667,818.5612484,86400,18042.78472,-1.934410598,2.578757785,EQ07,1
171,192,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,22/03/2016,2016.03.22,22,1,696446,6106562,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,22/03/2016,0,0,0,86400,502102.4757,NA,NA,EQ07,1
179,200,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,23/03/2016,2016.03.23,23,1,696446,6106562,Alive,0,Den shared,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,23/03/2016,0,0,0,86400,502102.4757,NA,NA,EQ07,1
187,208,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,24/03/2016,2016.03.24,24,1,696446,6106562,Alive,0,Den shared,Den shared,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,24/03/2016,0,0,0,86400,502102.4757,NA,NA,EQ07,1
195,216,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,25/03/2016,2016.03.25,25,1,696446,6106562,Alive,0,Alone,Den shared,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,25/03/2016,0,0,0,86400,502102.4757,NA,NA,EQ07,1
203,224,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,26/03/2016,2016.03.26,26,1,696446,6106562,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,26/03/2016,0,0,0,86400,502102.4757,NA,NA,EQ07,1
211,232,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,27/03/2016,2016.03.27,27,1,696446,6106562,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,27/03/2016,-433.875,-103.2083333,445.9814746,86400,502102.4757,-2.908057213,-0.973646614,EQ07,1
219,240,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,28/03/2016,2016.03.28,28,1,696012,6106459,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,54,696012,6106459,696012,6106459,28/03/2016,433.875,103.2083333,445.9814746,86400,1107432.514,0.233535441,-3.141592654,EQ07,1
227,248,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,29/03/2016,2016.03.29,29,1,696446,6106562,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,29/03/2016,-433.875,-103.2083333,445.9814746,86400,502102.4757,-2.908057213,3.141592654,EQ07,1
235,256,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,30/03/2016,2016.03.30,30,1,696012,6106459,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,54,696012,6106459,696012,6106459,30/03/2016,0,0,0,86400,1107432.514,NA,NA,EQ07,1
243,264,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,31/03/2016,2016.03.31,31,1,696012,6106459,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,54,696012,6106459,696012,6106459,31/03/2016,433.875,103.2083333,445.9814746,86400,1107432.514,0.233535441,-3.141592654,EQ07,1
251,272,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,1/04/2016,2016.04.01,32,1,696443,6106567,Alive,0,Den shared,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,1/04/2016,0,0,0,349200,502102.4757,NA,NA,EQ07,1
265,287,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,5/04/2016,2016.04.05,36,1,696446,6106562,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,5/04/2016,97.45833333,-211.4861111,232.861551,86400,502102.4757,-1.138975921,-1.372511362,EQ07,1
272,294,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,6/04/2016,2016.04.06,37,1,696538,6106349,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,55,696543.3333,6106350.722,696543.3333,6106350.722,6/04/2016,-97.45833333,211.4861111,232.861551,86400,762300.3596,2.002616732,-3.141592654,EQ07,1
279,301,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,7/04/2016,2016.04.07,38,1,696446,6106562,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,7/04/2016,0,0,0,86400,502102.4757,NA,NA,EQ07,1
285,308,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,8/04/2016,2016.04.08,39,1,696446,6106562,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,8/04/2016,97.45833333,-211.4861111,232.861551,86400,502102.4757,-1.138975921,3.141592654,EQ07,1
291,315,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,9/04/2016,2016.04.09,40,1,696538,6106349,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,55,696543.3333,6106350.722,696543.3333,6106350.722,9/04/2016,-97.45833333,211.4861111,232.861551,86400,762300.3596,2.002616732,-3.141592654,EQ07,1
297,322,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,10/04/2016,2016.04.10,41,1,696446,6106562,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,53,696445.875,6106562.208,696445.875,6106562.208,10/04/2016,97.45833333,-211.4861111,232.861551,86400,502102.4757,-1.138975921,3.141592654,EQ07,1
303,329,EQ07,803C,Female,Fawn,Wild,2016,29/02/2016,Wild-Wild,11/04/2016,2016.04.11,42,1,696542,6106351,Alive,0,Alone,Alone,Absent,Absent,NA,696824,6107075,55,696543.3333,6106350.722,696543.3333,6106350.722,11/04/2016,NA,NA,NA,NA,762300.3596,NA,NA,EQ07,1
9,10,EQ08,8244,Male,Black,Wild,2016,29/02/2016,Wild-Wild,2/03/2016,2016.03.02,2,1,696231,6106938,Alive,0,Den shared,Alone,,,NA,697720,6106595,1,696231,6106938,696231,6106938,2/03/2016,0,0,0,86400,0,NA,NA,EQ08,1
